"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"1049",0.666604737575476,2002,629490,"CA",0.550000011920929,0.11660472,1,1,812.2002,1870.0132,1748.8402,1318.776,2260.1733,2498.541,1497.2765,1570.5026,1127.4937,11535.725,10617.836,9719.7627,11700.676,11292.025,12337.922,12362.885,13175.962,12948.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050",0.689278218283582,2012,629490,"CA",0.550000011920929,0.1392782,1,1,61.715694,201.39572,257.34665,70.765221,538.31433,592.10052,811.96106,994.43939,NA,11420.676,11426.723,11754.34,11565.09,12258.842,13201.854,13559.188,14177.415,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"1051",0.606425702811245,1997,629540,"CA",0.666666984558105,-0.060241282,0,1,839.5235,436.05173,253.77222,536.48199,758.71515,907.52582,2609.9758,1462.0928,798.07275,7787.9453,7474.6216,7274.8037,8648.7393,8335.4102,9311.9551,9892.7207,10759.364,10717.439,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1052",0.65321375186846,1999,629540,"CA",0.666666984558105,-0.013453233,0,1,758.71515,536.48199,839.5235,907.52582,2609.9758,1462.0928,798.07275,1070.4921,1162.0922,8335.4102,8648.7393,7787.9453,9311.9551,9892.7207,10759.364,10717.439,10197.315,10392.902,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1053",0.578285714285714,2000,629540,"CA",0.666666984558105,-0.088381268,0,1,907.52582,758.71515,536.48199,2609.9758,1462.0928,798.07275,1070.4921,1162.0922,4938.1436,9311.9551,8335.4102,8648.7393,9892.7207,10759.364,10717.439,10197.315,10392.902,10371.702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1054",0.731037038998173,2000,629550,"CA",0.666666984558105,0.064370051,1,1,1584.6219,2333.8191,2700.7407,2003.1763,1354.5366,2519.6479,1478.3857,449.4043,1592.3724,8879.9629,8286.1563,8133.7495,9416.4707,10232.598,10168.643,9726.5645,9675.9502,10043.816,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1056",0.621838499717657,2008,629550,"CA",0.550000011920929,0.071838491,1,1,896.16693,2546.2278,1592.3724,1895.6248,2076.4106,4156.0029,3502.1746,2390.1055,1977.5253,10797.363,10332.493,10043.816,11129.819,10659.92,10452.15,10140.88,10179.274,11067.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058",0.653439723959457,1996,629580,"CA",0.666666984558105,-0.013227261,0,1,477.53946,581.97229,NA,1846.371,2510.5029,1871.7913,2036.8982,607.36407,606.57617,6998.6118,7009.3184,NA,7169.3398,8035.5176,8124.8193,9150.0342,10062.658,10165.185,0,NA,0,0,0,0,1,0,0,NA,1,0,0,0,1,0
"1059",0.571730914588057,1997,629580,"CA",0.666666984558105,-0.094936073,0,1,1846.371,477.53946,581.97229,2510.5029,1871.7913,2036.8982,607.36407,606.57617,1322.0507,7169.3398,6998.6118,7009.3184,8035.5176,8124.8193,9150.0342,10062.658,10165.185,11821.072,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"1060",0.552001147611534,2001,629580,"CA",0.5,0.052001148,1,1,607.36407,2036.8982,1871.7913,606.57617,1322.0507,1818.5576,1755.9204,422.75989,74.044296,10062.658,9150.0342,8124.8193,10165.185,11821.072,11288.087,11465.441,11771.928,12039.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063",0.709345553781989,1995,629610,"CA",0.666666984558105,0.042678569,1,1,340.47818,NA,NA,594.82587,1042.6855,1136.6168,2594.9431,4467.4785,4844.9937,12376.997,NA,NA,11854.422,11331.598,13305.388,12925.883,13449.406,14374.348,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
"1065",0.726289926289926,1998,629640,"CA",0.666666984558105,0.059622943,1,1,525.10681,1043.5771,216.21663,597.95441,907.45404,3883.1406,3369.9075,1373.6621,541.81482,8868.4248,8654.5137,7926.2769,8571.0938,8913.9512,10009.596,10438.802,10605.904,10551.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066",0.795075851778165,2000,629700,"CA",0.666666984558105,0.12840886,1,1,659.92816,766.86664,1049.7853,1288.8723,3614.8191,2927.259,1774.568,543.75934,314.05606,8078.8862,8034.5454,8364.3867,9098.2461,9363.6055,10052.59,9569.5986,9915.2148,9836.1016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1068",0.631799163179916,2002,629790,"CA",0.666666984558105,-0.034867823,0,1,1138.8092,241.38297,158.44685,145.17503,18088.023,3086.3689,5726.1133,5030.1289,19.420063,8892.2021,7751.0752,7377.6816,9329.916,9691.8945,10385.726,9237.3281,10666.785,9761.8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",0.640781648258284,1996,629850,"CA",0.666666984558105,-0.025885336,0,1,805.01929,368.08286,NA,1105.642,1679.0892,1761.8739,1515.121,1127.4081,1559.5022,7665.0273,7416.4282,NA,8333.3262,8418.2871,8435.5195,8981.6758,9436.6104,10173.304,0,NA,0,1,0,0,0,0,0,NA,0,1,0,0,0,0
"1070",0.7688755483722,1998,629850,"CA",0.666666984558105,0.10220856,1,1,1679.0892,1105.642,805.01929,1761.8739,1515.121,1127.4081,1559.5022,809.72717,2208.9587,8418.2871,8333.3262,7665.0273,8435.5195,8981.6758,9436.6104,10173.304,10357.519,10043.996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1074",0.65952380952381,2014,629910,"CA",0.550000011920929,0.1095238,1,1,1451.8112,302.61249,41.645256,333.12466,1055.6973,996.35785,NA,NA,NA,12403.755,11243.551,10351.386,13934.978,14475.424,13320.312,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1075",0.737141596823996,1997,629940,"CA",0.666666984558105,0.07047461,1,1,403.73441,517.12335,253.10652,734.50647,1060.5682,2280.7393,2009.6292,4307.7446,5585.4668,8590.4043,9060.7324,8786.4346,9122.9336,9375.1006,10707.059,11907.037,11606.537,12295.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077",0.678030303030303,1996,630030,"CA",0.666666984558105,0.011363318,1,1,428.84067,266.50031,NA,713.39154,1348.8483,832.17456,2042.899,1410.9199,4122.6357,6855.7202,6794.5205,NA,7258.6787,7593.8774,7764.666,7975.8149,9077.9121,9530.248,0,NA,0,0,0,0,1,0,0,NA,0,0,0,0,1,0
"1078",0.716729021913415,2001,630030,"CA",0.666666984558105,0.050062038,1,1,1410.9199,2042.899,832.17456,4122.6357,3710.5979,1906.9397,1875.0673,4263.0137,2624.7803,9077.9121,7975.8149,7764.666,9530.248,9865.7676,9571.3936,9752.8535,9895.9961,9958.3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079",0.662011637572735,2008,630030,"CA",0.550000011920929,0.11201163,1,1,1596.7067,2624.7803,4263.0137,2120.877,2459.4717,152.46144,53.532207,3441.8645,1029.9022,9922.3164,9958.3955,9895.9961,9805.7129,9761.1074,8657.0488,8624.6553,8706.4775,8569.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081",0.686694234979324,2006,630180,"CA",0.550000011920929,0.13669422,1,1,5851.6836,1649.7825,551.63623,1006.2845,2317.6526,1207.1554,149.85283,219.43022,181.18208,10628.025,10336.95,10078.719,11372.385,11834.075,11444.597,10483.721,9799.582,9657.5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",0.663406214039125,2014,630180,"CA",0.550000011920929,0.1134062,1,1,480.67999,164.55576,181.18208,677.9386,4223.915,954.29602,NA,NA,NA,10729.241,9807.5234,9657.5078,11337.887,12418.616,13075.638,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1083",0.706083001705515,1999,630210,"CA",0.666666984558105,0.039416019,1,1,711.55103,773.0097,410.34213,823.19476,4044.2898,4079.3879,2249.0754,2070.7195,707.22809,8353.7207,8104.749,8118.3306,8445.8242,8704.8398,9263.0107,9018.4307,8243.0039,8674.1768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1084",0.578971589863165,2004,630210,"CA",0.550000011920929,0.028971577,1,1,2070.7195,2249.0754,4079.3879,707.22809,7396.3418,5889.6665,2987.0049,756.46979,560.17596,8243.0039,9018.4307,9263.0107,8674.1768,9254.002,9840.8867,10329.933,10199.462,9836.0908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085",0.607456250313393,2012,630210,"CA",0.550000011920929,0.05745624,1,1,1969.0477,741.53491,560.17596,2818.4438,2516.5977,2004.0259,2436.804,2043.2427,NA,9254.6719,9787.8086,9836.0908,8915.3555,10300.543,10820.938,12408.515,13562.314,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"1086",0.800887136520453,1996,630330,"CA",0.666666984558105,0.13422015,1,1,3816.8027,2084.0427,NA,7280.4692,5119.0605,2202.6321,732.71771,716.03064,188.24956,9400.1172,9105.1768,NA,10082.463,10587.176,10259.659,10929.29,11432.676,12727.975,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"1087",0.581509082440615,2006,630330,"CA",0.550000011920929,0.031509072,1,1,253.42876,48.718128,42.386112,1338.1542,1617.6487,3100.1621,13498.759,5452.5322,4444.3213,13413.168,17220.602,13120.334,14275.716,15142.373,15541.422,15631.313,14887.462,15288.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088",0.476581106112728,2014,630330,"CA",0.550000011920929,-0.073418908,0,1,809.17102,1360.4446,4444.3213,408.79956,306.11273,239.64973,NA,NA,NA,15564.883,15528.14,15288.36,17982.791,18132.145,18690.725,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,NA,NA,NA
"1090",0.53,2002,630360,"CA",0.5,0.029999999,1,1,4248.6216,1775.9613,1397.7931,8798.2002,3515.53,3263.3254,2119.2461,904.08649,1733.0891,9977.1133,10103.979,9216.5439,9838.4033,9413.9307,9827.2832,9855.9717,10087.894,10753.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091",0.678606476938175,2016,630360,"CA",0.550000011920929,0.12860647,1,1,285.75909,400.52139,385.90527,888.16223,NA,NA,NA,NA,NA,10722.806,10099.876,8989.9629,11755.883,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1092",0.506944444444444,2014,630390,"CA",0.550000011920929,-0.043055568,0,1,72.918335,859.98657,0,0,6052.7754,65.776619,NA,NA,NA,22835.59,21592.635,24588.553,23288.666,28112.057,25323.998,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1093",0.553693129489777,2010,630450,"CA",0.550000011920929,0.0036931175,1,1,8.49368,377.24707,415.11777,714.35785,3768.9175,1363.9408,555.88452,605.23358,752.88953,9165.3877,9950.8613,10095.832,8909.832,8656.1016,9078.1299,10092.686,11034.283,12211.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",0.637724550898204,1998,630520,"CA",0.666666984558105,-0.028942434,0,1,1424.4014,1137.0188,121.45496,533.72052,2021.6359,1231.8854,1571.9595,2272.1045,684.67297,11277.329,9895.1367,9484.5293,9948.8828,9531.7627,11228.469,11429.273,12687.509,13485.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",0.652397260273973,2005,630520,"CA",0.550000011920929,0.10239725,1,1,405.98892,684.67297,2272.1045,733.52026,466.91122,934.02924,585.40576,625.35944,216.85434,14317.08,13485.981,12687.509,16307.728,13213.587,15082.449,16988.963,17224.572,18331.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",0.509223674096849,2016,630520,"CA",0.550000011920929,-0.040776338,0,1,525.42596,671.52838,266.48654,159.45848,NA,NA,NA,NA,NA,20397.789,16043.688,18418.924,18353.67,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1099",0.685176601464726,2010,630600,"CA",0.550000011920929,0.13517658,1,1,5068.0811,4800.2739,6188.1885,5089.8042,6210.3872,2678.1255,4338.4395,1485.0591,1291.6333,10916.132,11084.541,11096.007,10895.352,10385.854,10788.928,10597.465,11836.057,12581.908,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1100",0.684775821156488,2014,630600,"CA",0.550000011920929,0.1347758,1,1,4338.4395,2678.1255,6210.3872,1485.0591,1291.6333,3693.7961,NA,NA,NA,10597.465,10788.928,10385.854,11836.057,12581.908,13789.722,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1101",0.768456375838926,2014,630630,"CA",0.666666984558105,0.10178939,1,1,510.34976,27.140501,76.027481,580.58087,6883.5508,1926.91,NA,NA,NA,11047.924,9611.6133,9354.3828,11976.525,13738.168,14126.867,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1102",0.659816116819903,2002,630660,"CA",0.550000011920929,0.1098161,1,1,858.78058,699.01526,913.84601,860.0769,2871.0276,3400.6011,1172.1725,4372.9165,2147.4097,10058.003,9186.9541,8646.7246,9987.8477,9615.1309,9611.2227,9734.8008,10249.914,10557.877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1103",0.569093479413324,2008,630660,"CA",0.550000011920929,0.019093467,1,1,2147.4097,4372.9165,1172.1725,3628.6199,2888.1428,3723.7109,1712.6631,821.32715,588.7124,10557.877,10249.914,9734.8008,10686.75,10407.426,10247.403,10226.979,9932.7119,10032.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",0.55093159254726,1997,630750,"CA",0.666666984558105,-0.11573539,0,1,944.42694,1054.408,993.68799,444.81845,474.2399,760.39746,1371.0511,1797.3086,6732.9014,9213.4336,8402.6816,8512.8691,9223.251,9389.8164,9649.0928,10375.58,11124.238,10778.368,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1105",0.695974752228559,1999,630750,"CA",0.666666984558105,0.029307768,1,1,474.2399,444.81845,944.42694,760.39746,1371.0511,1797.3086,6732.9014,6070.1328,2980.0618,9389.8164,9223.251,9213.4336,9649.0928,10375.58,11124.238,10778.368,10287.928,10885.721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1106",0.508530015392509,2016,630750,"CA",0.550000011920929,-0.041469995,0,1,950.77087,117.76854,243.93486,735.19989,NA,NA,NA,NA,NA,12279.748,10592.38,10129.756,13735.012,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1107",0.668709150326797,2002,630780,"CA",0.550000011920929,0.11870914,1,1,1520.3668,1903.7303,1340.1006,709.21277,1422.1801,4736.3281,5678.6763,1629.1486,1003.4949,9098.7607,9028.8672,8363.6436,9848.2637,9247.3311,9907.9814,10853.33,10844.577,10955.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108",0.557790927021696,2015,630780,"CA",0.550000011920929,0.0077909152,1,1,270.71988,148.62636,1162.373,1169.2917,1228.2372,NA,NA,NA,NA,10197.404,9483.7363,8911.5264,10400.498,10851.464,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"1109",0.640776699029126,2004,630840,"CA",0.666666984558105,-0.025890285,0,1,655.48651,492.98685,11417.386,543.76801,359.56256,76.64782,541.27264,489.22052,3387.1548,10274.789,10341.698,10954.226,10925.528,11657.566,12412.254,11253.471,11599.795,10993.711,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1110",0.691371681415929,2008,630840,"CA",0.550000011920929,0.14137167,1,1,541.27264,76.64782,359.56256,489.22052,3387.1548,2140.6733,780.26752,384.38977,569.19995,11253.471,12412.254,11657.566,11599.795,10993.711,11248.459,10932.696,10697.885,10908.483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1111",0.623229461756374,2014,630840,"CA",0.550000011920929,0.073229447,1,1,569.19995,384.38977,780.26752,558.4762,2732.8721,503.39087,NA,NA,NA,10908.483,10697.885,10932.696,11736.462,12140.155,13480.703,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1113",0.710692339205244,1997,630990,"CA",0.666666984558105,0.044025354,1,1,1460.184,349.92349,402.99561,1193.7139,1252.2786,3911.0527,2982.4175,3213.2583,453.16199,7404.7944,7256.9956,6956.1504,7683.0518,7866.3584,7808.5762,8704.6953,9925.2559,9659.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114",0.673044602456367,2002,631170,"CA",0.666666984558105,0.0063776178,1,1,446.29593,602.85339,247.28171,335.44336,988.61865,1862.6091,1003.8409,2172.79,1315.8271,11418.021,11386.426,10194.652,11705.576,10283.797,10311.768,11296.626,12260.128,11335.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115",0.570846294111338,2016,631170,"CA",0.550000011920929,0.020846283,1,1,750.99731,1560.5804,401.36929,1110.1539,NA,NA,NA,NA,NA,11764.805,12530.29,11285.41,12310.866,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1116",0.539962240402769,2008,631180,"CA",0.666666984558105,-0.12670474,0,1,7105.7202,23563.914,27950.664,1042.0341,3.3760562,0,14.78166,0,781.64447,11453.496,11741.41,8474.9375,10678.436,9931.2314,9942.2656,9709.4395,10447.857,9416.6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117",0.661647846089502,2016,631180,"CA",0.666666984558105,-0.0050191386,0,1,385.40863,209.87871,781.64447,2266.1909,NA,NA,NA,NA,NA,10542.875,10264.977,9416.6396,11636.256,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1118",0.668126094570928,2000,631230,"CA",0.666666984558105,0.0014591101,1,1,1173.0702,923.93103,701.33264,1909.7024,7244.6196,15247.493,14299.038,NA,NA,13638.553,13427.349,14048.122,16764.367,19299.084,21380.172,21087.266,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"1119",0.617454825067282,2012,631290,"CA",0.550000011920929,0.067454815,1,1,486.70297,696.04352,85.301994,2144.4404,2483.7805,1706.1155,976.00653,459.57465,NA,10059.592,9947.2129,9929.4805,10345.174,10453.146,11030.84,11917.715,12197.112,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"1120",0.631680930082351,1997,631320,"CA",0.666666984558105,-0.034986053,0,1,757.73785,774.31433,662.71954,1600.6165,2156.5645,2605.6951,1329.1709,641.52057,435.89804,7900.6812,8263.3096,8584.2969,8452.4883,8180.3311,9255.4463,10526.171,11447.424,13045.251,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"1121",0.698584460522177,1998,631320,"CA",0.666666984558105,0.031917475,1,1,1600.6165,757.73785,774.31433,2156.5645,2605.6951,1329.1709,641.52057,435.89804,706.42603,8452.4883,7900.6812,8263.3096,8180.3311,9255.4463,10526.171,11447.424,13045.251,12467.567,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"1122",0.627478021030857,2002,631320,"CA",0.550000011920929,0.077478006,1,1,641.52057,1329.1709,2605.6951,435.89804,706.42603,2058.9229,1187.8651,738.84222,710.05206,11447.424,10526.171,9255.4463,13045.251,12467.567,12193.906,12619.182,13195.756,14314.075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1126",0.591093117408907,2016,631380,"CA",0.550000011920929,0.041093107,1,1,1992.4242,0,0,1379.0409,NA,NA,NA,NA,NA,26992.105,26747.852,28568.924,28324.775,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1127",0.680080482897384,2015,631400,"CA",0.550000011920929,0.13008048,1,1,0,0,0,100.76104,4073.2783,NA,NA,NA,NA,17425.463,16149.157,13150.912,15695.471,16959.648,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"1128",0.642206198512205,1995,631440,"CA",0.666666984558105,-0.024460787,0,1,1012.5011,NA,NA,271.83649,1986.2153,4315.7114,NA,NA,NA,9142.2129,NA,NA,8956.8047,9562.3555,9398.4863,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"1129",0.773468057366362,1998,631470,"CA",0.666666984558105,0.10680107,1,1,1038.4089,1439.9718,4257.6079,5134.292,3738.3555,17642.713,25285.613,13633.499,2039.4617,11198.841,10737.934,10103.021,11934.858,12471.24,14122.457,17605.758,17953.242,18433.443,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1131",0.629275244299674,2000,631530,"CA",0.666666984558105,-0.037391741,0,1,1831.307,774.07697,897.70209,1891.2634,1707.4615,774.81653,2491.8394,3194.5728,6477.939,8655.4834,7859.8623,7878.7129,9544.6436,10074.302,10090.267,10338.318,10818.268,11054.764,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1132",0.574035344557147,2002,631530,"CA",0.550000011920929,0.024035333,1,1,1707.4615,1891.2634,1831.307,774.81653,2491.8394,3194.5728,6477.939,6971.5771,7501.5015,10074.302,9544.6436,8655.4834,10090.267,10338.318,10818.268,11054.764,12051.144,12437.465,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"1133",0.639085698813123,2008,631530,"CA",0.550000011920929,0.089085683,1,1,7501.5015,6971.5771,6477.939,5754.5249,2209.8647,958.2796,205.28673,1180.8262,1668.3815,12437.465,12051.144,11054.764,12217.379,11008.168,10327.41,10351.884,10093.925,10607.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134",0.629770992366412,2014,631620,"CA",0.550000011920929,0.079770982,1,1,312.22073,153.03481,135.67708,2325.3589,13102.811,927.87848,NA,NA,NA,14451.36,13592.77,13632.833,16826.809,17837.824,16209.85,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"1135",0.594335242222566,1997,631710,"CA",0.666666984558105,-0.072331741,0,1,336.6908,503.47232,727.09863,1753.1907,1003.0713,1376.7819,940.2467,373.84363,253.24915,7762.2275,7887.9771,7922.1572,8225.1992,8456.3838,8851.375,9392.6074,9614.0781,9508.4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1136",0.494849785407725,2002,631710,"CA",0.550000011920929,-0.055150226,0,1,373.84363,940.2467,1376.7819,253.24915,2186.8604,4311.0186,3527.7925,252.00256,207.15485,9614.0781,9392.6074,8851.375,9508.4756,9465.9111,9661.2393,9902.1055,10526.915,10008.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137",0.506083202511774,2012,631710,"CA",0.550000011920929,-0.04391681,0,1,67.677292,114.08199,106.04701,17.30937,118.71459,158.71483,125.83732,366.62225,NA,9838.1016,9817.084,10130.131,9222.1318,8974.6348,10736.859,11050.162,11115.182,NA,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA
"1138",0.466666666666667,2014,631710,"CA",0.550000011920929,-0.083333343,0,1,118.71459,17.30937,67.677292,158.71483,125.83732,366.62225,NA,NA,NA,8974.6348,9222.1318,9838.1016,10736.859,11050.162,11115.182,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,NA,NA,NA
"1139",0.442878338278932,2002,631740,"CA",0.550000011920929,-0.10712168,0,1,473.93542,833.0578,550.45929,757.34143,85.036034,3885.4343,5105.1816,784.25757,1421.7473,11184.13,9925.998,8963.3848,11758.189,12630.258,13484.651,15810.926,16002.291,17643.148,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
"1140",0.633154602323503,2004,631740,"CA",0.550000011920929,0.083154589,1,1,85.036034,757.34143,473.93542,3885.4343,5105.1816,784.25757,1421.7473,6560.1626,44718.293,12630.258,11758.189,11184.13,13484.651,15810.926,16002.291,17643.148,19105.84,20366.664,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1141",0.514871794871795,2006,631740,"CA",0.550000011920929,-0.035128217,0,1,5105.1816,3885.4343,85.036034,784.25757,1421.7473,6560.1626,44718.293,16226.649,8593.8906,15810.926,13484.651,12630.258,16002.291,17643.148,19105.84,20366.664,18249.051,18287.852,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"1146",0.565097616481016,2016,632010,"CA",0.550000011920929,0.015097604,1,1,60.83448,190.28127,161.23557,169.16293,NA,NA,NA,NA,NA,13949.813,12649.655,11647.254,13536.264,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"1148",0.664026382296739,2008,632070,"CA",0.550000011920929,0.11402637,1,1,2327.0693,1233.621,1518.0492,2800.6147,1246.7899,723.37958,623.15247,171.60364,509.76263,9933.2754,9834.4531,9465.2275,9875.8379,9427.6318,8965.999,9162.3096,9187.999,9289.7324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149",0.742586865563034,1997,632130,"CA",0.666666984558105,0.075919881,1,1,881.37158,1708.1465,2469.6538,2945.6477,2118.1638,3361.6658,6279.2075,3370.7253,1272.1472,8462.4043,8287.6592,8029.0894,9137.4814,9047.6758,10671.78,11348.406,11407.134,11411.744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1150",0.649484536082474,2002,632130,"CA",0.550000011920929,0.099484526,1,1,3370.7253,6279.2075,3361.6658,1272.1472,389.04691,1235.8268,555.41254,207.21068,152.37994,11407.134,11348.406,10671.78,11411.744,11802.32,12268.964,12056.751,13202.716,13688.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151",0.634716008189884,2015,632130,"CA",0.550000011920929,0.084716,1,1,145.99734,179.08821,279.18585,127.86985,402.13983,NA,NA,NA,NA,11994.482,11310.81,11250.146,12872.074,12607.799,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"1152",0.746894409937888,2001,632160,"CA",0.666666984558105,0.080227427,1,1,1433.5192,1438.0975,2996.7915,4817.6909,9548.5459,15768.59,13019.105,11974.829,9661.6104,12235.294,10883.467,10008.346,14491.443,15359.126,14504.895,16908.143,18215.496,19031.191,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1154",0.768273716951788,1998,632270,"CA",0.666666984558105,0.10160673,1,1,800.46356,1241.2861,530.53418,1568.8379,877.53955,2352.1406,2721.6895,1759.7029,504.09921,9232.0986,8587.3818,8131.7217,9376.9688,10057.383,10618.064,11042.998,11135.9,10477.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157",0.758007117437722,1998,632310,"CA",0.666666984558105,0.091340132,1,1,1848.84,2539.2881,597.0816,3880.6689,1910.7964,3273.2969,2406.4663,5435.6787,2269.4534,7567.0967,7387.7246,6730.7905,7680.8477,7946.8433,8584.9229,9128.2129,8782.4258,8654.8223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
